player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
Tacko Fall,CLE,H,CHA,L,1:52,0,1,0,0,0,NA,0,0,,1,1,2,0,0,0,1,0,0,3,-0.7,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,1,NA
Paul George,LAC,H,POR,W,26:35,6,16,0.375,2,8,0.25,2,2,1.000,0,0,0,5,8,1,3,3,16,21,15.2,2021-10-25T00:00:00Z,Regular Season,2022,0.474,0.637,28.7,3,39344970
Paul George,LAC,H,MEM,L,34:48,15,25,0.6,5,12,0.417,6,6,1.000,0,10,10,4,2,0,3,2,41,-14,33.5,2021-10-23T00:00:00Z,Regular Season,2022,0.742,0.637,28.7,3,39344970
Paul George,LAC,A,GSW,L,36:33,12,23,0.522,5,11,0.455,0,0,,1,10,11,6,1,0,3,3,29,3,22.4,2021-10-21T00:00:00Z,Regular Season,2022,0.63,0.637,28.7,3,39344970
Evan Fournier,NYK,H,ORL,L,25:58,3,11,0.273,2,7,0.286,0,1,.000,0,5,5,1,0,0,2,2,8,-9,0.5,2021-10-24T00:00:00Z,Regular Season,2022,0.35,0.573,19.3,3,18139535
Evan Fournier,NYK,A,ORL,W,27:04,5,12,0.417,4,9,0.444,4,5,.800,0,2,2,3,2,0,2,2,18,16,13.1,2021-10-22T00:00:00Z,Regular Season,2022,0.634,0.573,19.3,3,18139535
Evan Fournier,NYK,H,BOS,W,44:26,13,25,0.52,6,13,0.462,0,0,,0,6,6,3,4,1,1,4,32,11,25.7,2021-10-20T00:00:00Z,Regular Season,2022,0.64,0.573,19.3,3,18139535
Gordon Hayward,CHA,H,BOS,L,37:41,5,12,0.417,2,5,0.4,3,4,.750,3,3,6,3,1,0,3,2,15,-23,10.5,2021-10-25T00:00:00Z,Regular Season,2022,0.545,0.538,17,4,29900000
Gordon Hayward,CHA,A,BKN,W,32:48,4,11,0.364,0,4,0,0,0,,0,3,3,6,0,0,5,3,8,14,0.8,2021-10-24T00:00:00Z,Regular Season,2022,0.364,0.538,17,4,29900000
Gordon Hayward,CHA,A,CLE,W,34:35,6,12,0.5,4,7,0.571,2,2,1.000,1,0,1,9,0,1,4,3,18,21,14.5,2021-10-22T00:00:00Z,Regular Season,2022,0.699,0.538,17,4,29900000
Gordon Hayward,CHA,H,IND,W,35:15,10,22,0.455,2,4,0.5,5,8,.625,0,5,5,3,1,0,3,3,27,12,14.8,2021-10-20T00:00:00Z,Regular Season,2022,0.529,0.538,17,4,29900000
Bol Bol,DEN,H,CLE,L,2:44,1,2,0.5,0,0,NA,0,0,,0,1,1,0,0,0,0,0,2,5,1.3,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.5,2,1,2161152
Cory Joseph,DET,A,ATL,L,15:36,0,5,0,0,2,0,0,0,,0,0,0,3,0,0,1,2,0,-17,-3.2,2021-10-25T00:00:00Z,Regular Season,2022,0,0.212,2.7,3,7310000
Cory Joseph,DET,A,CHI,L,20:55,2,7,0.286,0,2,0,1,2,.500,1,0,1,3,0,1,1,0,5,3,3,2021-10-23T00:00:00Z,Regular Season,2022,0.317,0.212,2.7,3,7310000
Cory Joseph,DET,H,CHI,L,27:42,1,6,0.167,1,4,0.25,0,0,,2,1,3,2,2,1,1,0,3,5,4,2021-10-20T00:00:00Z,Regular Season,2022,0.25,0.212,2.7,3,7310000
Austin Rivers,DEN,H,CLE,L,13:47,1,4,0.25,0,0,NA,0,0,,1,1,2,1,0,0,1,0,2,-5,0.3,2021-10-25T00:00:00Z,Regular Season,2022,0.25,0.295,2.3,3,2401537
Austin Rivers,DEN,H,SAS,W,15:53,1,4,0.25,0,2,0,1,2,.500,0,1,1,1,1,0,1,1,3,-6,0.8,2021-10-22T00:00:00Z,Regular Season,2022,0.307,0.295,2.3,3,2401537
Austin Rivers,DEN,A,PHX,W,7:43,1,3,0.333,0,2,0,0,0,,0,0,0,0,0,0,1,0,2,-13,-0.7,2021-10-20T00:00:00Z,Regular Season,2022,0.333,0.295,2.3,3,2401537
Myles Turner,IND,H,MIL,L,14:05,2,5,0.4,1,4,0.25,0,0,,2,2,4,1,0,1,2,3,5,-15,2.5,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.655,14.5,4,18000000
Myles Turner,IND,H,MIA,W,16:12,2,6,0.333,0,3,0,0,0,,0,4,4,0,0,2,3,5,4,-5,-1.8,2021-10-23T00:00:00Z,Regular Season,2022,0.333,0.655,14.5,4,18000000
Myles Turner,IND,A,WAS,L,43:36,15,22,0.682,5,9,0.556,5,8,.625,5,5,10,0,1,3,1,3,40,3,35.3,2021-10-22T00:00:00Z,Regular Season,2022,0.784,0.655,14.5,4,18000000
Myles Turner,IND,A,CHA,L,25:49,3,6,0.5,1,3,0.333,2,4,.500,1,6,7,1,0,4,4,4,9,-8,5.6,2021-10-20T00:00:00Z,Regular Season,2022,0.58,0.655,14.5,4,18000000
Omer Yurtseven,MIA,H,ORL,W,1:38,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-1,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.621,4,2,1489065
Omer Yurtseven,MIA,H,MIL,W,8:15,4,6,0.667,0,0,NA,0,1,.000,0,3,3,0,0,0,0,0,8,4,5.9,2021-10-21T00:00:00Z,Regular Season,2022,0.621,0.621,4,2,1489065
Anfernee Simons,POR,A,LAC,L,20:27,5,13,0.385,1,6,0.167,1,1,1.000,1,3,4,1,0,0,1,1,12,-21,5.8,2021-10-25T00:00:00Z,Regular Season,2022,0.446,0.613,13.7,3,3938818
Anfernee Simons,POR,H,PHX,W,24:00,7,14,0.5,4,8,0.5,0,0,,1,2,3,1,0,0,1,2,18,25,11.2,2021-10-23T00:00:00Z,Regular Season,2022,0.643,0.613,13.7,3,3938818
Anfernee Simons,POR,H,SAC,L,17:39,5,6,0.833,1,2,0.5,0,0,,0,2,2,4,0,0,1,0,11,-9,11.2,2021-10-20T00:00:00Z,Regular Season,2022,0.917,0.613,13.7,3,3938818
John Collins,ATL,H,DET,W,23:56,9,14,0.643,1,3,0.333,3,5,.600,1,6,7,2,2,1,4,4,22,12,16,2021-10-25T00:00:00Z,Regular Season,2022,0.679,0.61,14.7,3,23000000
John Collins,ATL,A,CLE,L,26:36,3,8,0.375,0,3,0,0,2,.000,3,9,12,1,1,1,2,5,6,10,4,2021-10-23T00:00:00Z,Regular Season,2022,0.338,0.61,14.7,3,23000000
John Collins,ATL,H,DAL,W,30:00,7,11,0.636,2,3,0.667,0,0,,1,8,9,3,1,2,0,3,16,14,17.5,2021-10-21T00:00:00Z,Regular Season,2022,0.727,0.61,14.7,3,23000000
Collin Sexton,CLE,A,DEN,W,24:39,4,11,0.364,3,5,0.6,3,4,.750,0,3,3,2,0,0,1,3,14,10,7.6,2021-10-25T00:00:00Z,Regular Season,2022,0.549,0.575,19,4,6349671
Collin Sexton,CLE,H,ATL,W,27:30,5,14,0.357,0,2,0,2,4,.500,0,1,1,5,0,0,3,5,12,4,2.2,2021-10-23T00:00:00Z,Regular Season,2022,0.381,0.575,19,4,6349671
Collin Sexton,CLE,H,CHA,L,34:33,13,21,0.619,2,7,0.286,5,5,1.000,1,3,4,1,2,0,3,3,33,-5,23.6,2021-10-22T00:00:00Z,Regular Season,2022,0.711,0.575,19,4,6349671
Collin Sexton,CLE,A,MEM,L,29:23,7,13,0.538,2,6,0.333,1,3,.333,1,0,1,1,0,0,1,4,17,-14,8.7,2021-10-20T00:00:00Z,Regular Season,2022,0.594,0.575,19,4,6349671
Reggie Jackson,LAC,H,POR,W,26:41,6,20,0.3,3,15,0.2,3,4,.750,1,4,5,4,0,0,1,1,18,28,9.3,2021-10-25T00:00:00Z,Regular Season,2022,0.414,0.398,15.3,3,10384500
Reggie Jackson,LAC,H,MEM,L,36:16,7,17,0.412,3,8,0.375,0,0,,0,1,1,2,1,0,0,3,17,-8,9.4,2021-10-23T00:00:00Z,Regular Season,2022,0.5,0.398,15.3,3,10384500
Reggie Jackson,LAC,A,GSW,L,39:17,4,19,0.211,3,9,0.333,0,0,,1,4,5,6,1,0,1,3,11,-9,4.2,2021-10-21T00:00:00Z,Regular Season,2022,0.289,0.398,15.3,3,10384500
Monte Morris,DEN,H,CLE,L,27:09,1,4,0.25,0,1,0,0,0,,0,2,2,6,0,0,2,2,2,-4,1.6,2021-10-25T00:00:00Z,Regular Season,2022,0.25,0.482,8,3,8333333
Monte Morris,DEN,H,SAS,W,29:07,6,12,0.5,1,5,0.2,0,0,,0,2,2,1,1,0,4,2,13,0,4.5,2021-10-22T00:00:00Z,Regular Season,2022,0.542,0.482,8,3,8333333
Monte Morris,DEN,A,PHX,W,28:26,3,8,0.375,3,6,0.5,0,2,.000,0,2,2,3,0,0,1,1,9,18,5.1,2021-10-20T00:00:00Z,Regular Season,2022,0.507,0.482,8,3,8333333
Josh Green,DAL,A,ATL,L,4:11,1,2,0.5,0,0,NA,0,0,,0,0,0,0,0,0,0,0,2,1,1,2021-10-21T00:00:00Z,Regular Season,2022,0.5,0.5,2,1,2957520
Carmelo Anthony,LAL,H,MEM,W,27:35,10,15,0.667,6,8,0.75,2,2,1.000,1,2,3,1,1,2,0,1,28,19,25.5,2021-10-24T00:00:00Z,Regular Season,2022,0.882,0.704,17.7,3,2641691
Carmelo Anthony,LAL,H,PHX,L,24:50,5,11,0.455,4,6,0.667,2,2,1.000,3,2,5,1,0,0,1,3,16,8,11.5,2021-10-22T00:00:00Z,Regular Season,2022,0.673,0.704,17.7,3,2641691
Carmelo Anthony,LAL,H,GSW,L,26:04,3,9,0.333,2,4,0.5,1,2,.500,0,4,4,2,0,0,1,2,9,-5,4.3,2021-10-19T00:00:00Z,Regular Season,2022,0.455,0.704,17.7,3,2641691
Blake Griffin,BKN,H,WAS,W,18:58,1,7,0.143,0,1,0,0,0,,2,7,9,0,0,0,0,2,2,-2,0.2,2021-10-25T00:00:00Z,Regular Season,2022,0.143,0.297,4,3,32405817
Blake Griffin,BKN,A,PHI,W,19:01,1,6,0.167,0,5,0,2,3,.667,0,3,3,0,1,1,0,2,4,-7,1.6,2021-10-22T00:00:00Z,Regular Season,2022,0.273,0.297,4,3,32405817
Blake Griffin,BKN,A,MIL,L,22:59,2,5,0.4,0,1,0,2,2,1.000,1,4,5,0,1,0,1,1,6,-6,4.8,2021-10-19T00:00:00Z,Regular Season,2022,0.51,0.297,4,3,32405817
Danuel House,HOU,H,BOS,L,13:43,0,2,0,0,1,0,0,0,,0,2,2,0,0,0,1,0,0,-3,-1.8,2021-10-24T00:00:00Z,Regular Season,2022,0,0.205,1,2,3894000
Danuel House,HOU,H,OKC,W,11:07,0,2,0,0,1,0,2,2,1.000,0,3,3,2,1,0,0,0,2,4,3.9,2021-10-22T00:00:00Z,Regular Season,2022,0.347,0.205,1,2,3894000
Harrison Barnes,SAC,H,GSW,L,36:01,7,13,0.538,5,10,0.5,5,8,.625,3,4,7,1,0,0,3,1,24,-13,17.1,2021-10-24T00:00:00Z,Regular Season,2022,0.726,0.684,28.3,3,20284091
Harrison Barnes,SAC,H,UTA,L,37:33,9,20,0.45,2,6,0.333,5,6,.833,5,10,15,2,1,0,3,0,25,-12,20.1,2021-10-22T00:00:00Z,Regular Season,2022,0.552,0.684,28.3,3,20284091
Harrison Barnes,SAC,A,POR,W,36:54,10,19,0.526,8,11,0.727,8,9,.889,2,7,9,2,2,0,0,0,36,6,33.2,2021-10-20T00:00:00Z,Regular Season,2022,0.784,0.684,28.3,3,20284091
James Harden,BKN,H,WAS,W,30:25,5,17,0.294,1,8,0.125,3,3,1.000,1,5,6,9,1,1,2,1,14,6,11.9,2021-10-25T00:00:00Z,Regular Season,2022,0.382,0.484,17.3,4,43848000
James Harden,BKN,H,CHA,L,33:09,6,16,0.375,2,8,0.25,1,1,1.000,2,5,7,8,1,1,8,5,15,-15,6.4,2021-10-24T00:00:00Z,Regular Season,2022,0.456,0.484,17.3,4,43848000
James Harden,BKN,A,PHI,W,38:25,7,17,0.412,3,7,0.429,3,4,.750,1,6,7,8,2,0,5,0,20,-1,15.6,2021-10-22T00:00:00Z,Regular Season,2022,0.533,0.484,17.3,4,43848000
James Harden,BKN,A,MIL,L,30:38,6,16,0.375,4,8,0.5,4,4,1.000,3,5,8,8,1,2,4,3,20,-20,17.6,2021-10-19T00:00:00Z,Regular Season,2022,0.563,0.484,17.3,4,43848000
Cam Reddish,ATL,H,DET,W,27:16,5,14,0.357,3,7,0.429,4,4,1.000,1,3,4,1,3,0,2,2,17,6,11.7,2021-10-25T00:00:00Z,Regular Season,2022,0.539,0.585,18.7,3,4670160
Cam Reddish,ATL,A,CLE,L,27:38,7,14,0.5,3,5,0.6,2,4,.500,2,4,6,0,0,0,0,3,19,-12,12.6,2021-10-23T00:00:00Z,Regular Season,2022,0.603,0.585,18.7,3,4670160
Cam Reddish,ATL,H,DAL,W,21:17,7,15,0.467,3,4,0.75,3,3,1.000,1,2,3,1,1,0,3,0,20,14,12.3,2021-10-21T00:00:00Z,Regular Season,2022,0.613,0.585,18.7,3,4670160
Isaac Okoro,CLE,A,DEN,W,28:29,2,5,0.4,0,0,NA,0,0,,1,1,2,2,2,2,1,2,4,8,5.3,2021-10-25T00:00:00Z,Regular Season,2022,0.4,0.528,7,4,6720720
Isaac Okoro,CLE,H,ATL,W,33:37,3,8,0.375,1,2,0.5,2,4,.500,3,1,4,3,0,0,0,3,9,2,7.1,2021-10-23T00:00:00Z,Regular Season,2022,0.461,0.528,7,4,6720720
Isaac Okoro,CLE,H,CHA,L,25:23,3,5,0.6,0,2,0,1,2,.500,1,1,2,1,0,0,1,2,7,-21,4.2,2021-10-22T00:00:00Z,Regular Season,2022,0.595,0.528,7,4,6720720
Isaac Okoro,CLE,A,MEM,L,20:33,3,5,0.6,0,1,0,2,2,1.000,1,2,3,1,0,1,0,4,8,8,6.8,2021-10-20T00:00:00Z,Regular Season,2022,0.68,0.528,7,4,6720720
Markus Howard,DEN,H,CLE,L,2:44,0,0,NA,0,0,NA,0,0,,0,0,0,0,1,0,1,0,0,5,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,NA,0,1,NA
Derrick Favors,OKC,H,PHI,L,18:34,3,6,0.5,0,0,NA,0,0,,2,3,5,1,1,0,0,2,6,-1,6.2,2021-10-24T00:00:00Z,Regular Season,2022,0.5,0.316,4,3,9720900
Derrick Favors,OKC,A,HOU,L,9:59,1,4,0.25,0,0,NA,0,0,,2,3,5,0,0,0,0,1,2,-1,1.5,2021-10-22T00:00:00Z,Regular Season,2022,0.25,0.316,4,3,9720900
Derrick Favors,OKC,A,UTA,L,20:19,2,9,0.222,0,0,NA,0,0,,4,5,9,1,0,1,1,1,4,-13,2.8,2021-10-20T00:00:00Z,Regular Season,2022,0.222,0.316,4,3,9720900
Tyrese Maxey,PHI,A,OKC,W,34:03,4,13,0.308,0,4,0,6,7,.857,3,2,5,2,0,1,3,5,14,-3,5.9,2021-10-24T00:00:00Z,Regular Season,2022,0.435,0.511,16.3,3,2602920
Tyrese Maxey,PHI,H,BKN,L,36:15,7,17,0.412,1,5,0.2,0,0,,0,2,2,2,1,0,0,3,15,-9,7.7,2021-10-22T00:00:00Z,Regular Season,2022,0.441,0.511,16.3,3,2602920
Tyrese Maxey,PHI,A,NOP,W,33:40,8,14,0.571,2,3,0.667,2,2,1.000,0,7,7,5,0,0,1,2,20,23,17.2,2021-10-20T00:00:00Z,Regular Season,2022,0.672,0.511,16.3,3,2602920
Thanasis Antetokounmpo,MIL,A,IND,W,19:23,4,5,0.8,0,0,NA,0,0,,1,2,3,0,2,0,2,5,8,12,5.4,2021-10-25T00:00:00Z,Regular Season,2022,0.8,0.698,6,4,1729217
Thanasis Antetokounmpo,MIL,A,SAS,W,21:36,2,5,0.4,0,0,NA,0,0,,4,3,7,2,0,0,2,2,4,-4,3.6,2021-10-23T00:00:00Z,Regular Season,2022,0.4,0.698,6,4,1729217
Thanasis Antetokounmpo,MIL,A,MIA,L,17:49,2,2,1,0,0,NA,2,3,.667,1,3,4,1,0,0,1,4,6,-29,4.7,2021-10-21T00:00:00Z,Regular Season,2022,0.904,0.698,6,4,1729217
Thanasis Antetokounmpo,MIL,H,BKN,W,12:24,2,3,0.667,0,0,NA,2,2,1.000,1,3,4,1,0,1,0,1,6,8,7.3,2021-10-19T00:00:00Z,Regular Season,2022,0.773,0.698,6,4,1729217
Dylan Windler,CLE,A,DEN,W,1:38,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-4,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,NA,0,1,2239200
Darius Garland,CLE,A,DEN,W,31:07,4,9,0.444,1,3,0.333,0,0,,1,2,3,7,1,0,3,1,9,12,8.1,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.458,11,2,7040880
Darius Garland,CLE,A,MEM,L,31:55,5,15,0.333,3,10,0.3,0,0,,0,1,1,12,0,0,2,2,13,0,10.4,2021-10-20T00:00:00Z,Regular Season,2022,0.433,0.458,11,2,7040880
Jordan Nwora,MIL,A,IND,W,23:19,3,8,0.375,1,4,0.25,2,2,1.000,1,3,4,3,0,2,0,2,9,1,8.9,2021-10-25T00:00:00Z,Regular Season,2022,0.507,0.487,10.5,4,1517981
Jordan Nwora,MIL,A,SAS,W,20:52,3,7,0.429,1,5,0.2,0,0,,0,6,6,1,0,2,0,0,7,4,7.2,2021-10-23T00:00:00Z,Regular Season,2022,0.5,0.487,10.5,4,1517981
Jordan Nwora,MIL,A,MIA,L,26:03,3,12,0.25,2,6,0.333,3,5,.600,0,5,5,2,0,0,1,2,11,-18,4.1,2021-10-21T00:00:00Z,Regular Season,2022,0.387,0.487,10.5,4,1517981
Jordan Nwora,MIL,H,BKN,W,26:28,6,13,0.462,3,6,0.5,0,0,,0,6,6,1,1,1,1,3,15,6,10.3,2021-10-19T00:00:00Z,Regular Season,2022,0.577,0.487,10.5,4,1517981
Terance Mann,LAC,H,POR,W,24:39,5,6,0.833,1,2,0.5,2,2,1.000,2,3,5,5,4,1,1,0,13,21,20.3,2021-10-25T00:00:00Z,Regular Season,2022,0.945,0.582,9,3,1782621
Terance Mann,LAC,H,MEM,L,26:26,1,8,0.125,0,2,0,1,2,.500,4,4,8,3,0,0,1,3,3,15,1.3,2021-10-23T00:00:00Z,Regular Season,2022,0.169,0.582,9,3,1782621
Terance Mann,LAC,A,GSW,L,39:24,4,7,0.571,2,4,0.5,1,1,1.000,1,6,7,3,1,0,0,3,11,6,12.1,2021-10-21T00:00:00Z,Regular Season,2022,0.739,0.582,9,3,1782621
T.J. McConnell,IND,H,MIL,L,17:51,3,5,0.6,1,1,1,0,0,,0,1,1,3,0,0,2,2,7,-16,4.3,2021-10-25T00:00:00Z,Regular Season,2022,0.7,0.492,6.5,4,7500000
T.J. McConnell,IND,H,MIA,W,24:14,2,5,0.4,0,1,0,0,1,.000,1,1,2,5,2,0,0,2,4,3,6.6,2021-10-23T00:00:00Z,Regular Season,2022,0.368,0.492,6.5,4,7500000
T.J. McConnell,IND,A,WAS,L,23:34,4,9,0.444,1,2,0.5,0,0,,0,5,5,5,0,0,1,1,9,-6,7.9,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.492,6.5,4,7500000
T.J. McConnell,IND,A,CHA,L,24:07,3,7,0.429,0,2,0,0,0,,0,3,3,7,1,2,1,1,6,-8,9.1,2021-10-20T00:00:00Z,Regular Season,2022,0.429,0.492,6.5,4,7500000
Damian Lillard,POR,A,LAC,L,27:50,4,15,0.267,0,8,0,4,4,1.000,1,2,3,3,0,0,4,2,12,-22,1.7,2021-10-25T00:00:00Z,Regular Season,2022,0.358,0.454,17,3,43750000
Damian Lillard,POR,H,PHX,W,24:29,6,11,0.545,2,7,0.286,5,5,1.000,0,1,1,8,0,0,2,1,19,18,17.2,2021-10-23T00:00:00Z,Regular Season,2022,0.72,0.454,17,3,43750000
Damian Lillard,POR,H,SAC,L,40:15,8,24,0.333,0,9,0,4,5,.800,0,6,6,11,1,0,1,3,20,-2,14.3,2021-10-20T00:00:00Z,Regular Season,2022,0.382,0.454,17,3,43750000
Eric Bledsoe,LAC,H,POR,W,22:23,2,8,0.25,0,4,0,1,2,.500,0,5,5,7,1,0,4,2,5,14,2.4,2021-10-25T00:00:00Z,Regular Season,2022,0.282,0.489,13,3,18125000
Eric Bledsoe,LAC,H,MEM,L,32:33,3,11,0.273,1,2,0.5,5,6,.833,5,1,6,7,2,2,2,2,12,-13,14.4,2021-10-23T00:00:00Z,Regular Season,2022,0.44,0.489,13,3,18125000
Eric Bledsoe,LAC,A,GSW,L,29:52,10,16,0.625,1,4,0.25,1,3,.333,1,2,3,2,3,1,0,4,22,-13,18.8,2021-10-21T00:00:00Z,Regular Season,2022,0.635,0.489,13,3,18125000
Elijah Hughes,UTA,H,OKC,W,3:14,0,0,NA,0,0,NA,2,2,1.000,0,0,0,0,0,0,0,0,2,-3,2,2021-10-20T00:00:00Z,Regular Season,2022,1.136,1.136,2,1,1517981
Ben McLemore,POR,A,LAC,L,10:53,1,4,0.25,0,3,0,2,2,1.000,0,0,0,0,0,0,1,0,4,2,0.6,2021-10-25T00:00:00Z,Regular Season,2022,0.41,0.563,5,2,2389641
Ben McLemore,POR,H,PHX,W,6:25,2,4,0.5,2,4,0.5,0,0,,0,0,0,1,0,0,0,0,6,-5,4.7,2021-10-23T00:00:00Z,Regular Season,2022,0.75,0.563,5,2,2389641
Rudy Gobert,UTA,A,SAC,W,32:13,4,7,0.571,0,0,NA,9,10,.900,6,14,20,2,2,0,4,4,17,-9,19.5,2021-10-22T00:00:00Z,Regular Season,2022,0.746,0.716,16.5,2,35344828
Rudy Gobert,UTA,H,OKC,W,29:29,6,9,0.667,0,0,NA,4,6,.667,5,16,21,0,0,1,1,1,16,20,18.9,2021-10-20T00:00:00Z,Regular Season,2022,0.687,0.716,16.5,2,35344828
Paul Millsap,BKN,H,WAS,W,9:12,0,1,0,0,1,0,0,0,,0,3,3,2,0,0,1,3,0,0,-0.6,2021-10-25T00:00:00Z,Regular Season,2022,0,0.551,3,4,2641691
Paul Millsap,BKN,H,CHA,L,8:21,1,3,0.333,1,2,0.5,2,2,1.000,0,3,3,3,2,1,0,2,5,12,8.2,2021-10-24T00:00:00Z,Regular Season,2022,0.644,0.551,3,4,2641691
Paul Millsap,BKN,A,PHI,W,16:30,3,6,0.5,1,4,0.25,0,0,,1,3,4,0,0,0,0,2,7,-7,4.8,2021-10-22T00:00:00Z,Regular Season,2022,0.583,0.551,3,4,2641691
Paul Millsap,BKN,A,MIL,L,5:13,0,0,NA,0,0,NA,0,0,,1,2,3,0,0,1,1,0,0,-1,1,2021-10-19T00:00:00Z,Regular Season,2022,NA,0.551,3,4,2641691
Naz Reid,MIN,H,NOP,L,8:24,1,3,0.333,0,1,0,0,2,.000,0,0,0,0,1,1,0,3,2,-17,0,2021-10-25T00:00:00Z,Regular Season,2022,0.258,0.42,6.3,3,1782621
Naz Reid,MIN,H,NOP,W,19:23,4,12,0.333,2,6,0.333,2,2,1.000,1,2,3,0,3,1,1,5,12,2,7.2,2021-10-23T00:00:00Z,Regular Season,2022,0.466,0.42,6.3,3,1782621
Naz Reid,MIN,H,HOU,W,18:37,2,5,0.4,0,2,0,1,2,.500,2,5,7,1,1,3,2,3,5,-16,5.4,2021-10-20T00:00:00Z,Regular Season,2022,0.425,0.42,6.3,3,1782621
Tobias Harris,PHI,A,OKC,W,32:54,7,14,0.5,0,4,0,0,0,,2,7,9,5,0,0,4,0,14,0,10,2021-10-24T00:00:00Z,Regular Season,2022,0.5,0.546,19,3,36000000
Tobias Harris,PHI,H,BKN,L,37:00,10,20,0.5,3,4,0.75,0,0,,0,7,7,4,0,0,1,1,23,-8,16.5,2021-10-22T00:00:00Z,Regular Season,2022,0.575,0.546,19,3,36000000
Tobias Harris,PHI,A,NOP,W,27:44,8,16,0.5,0,2,0,4,5,.800,2,10,12,2,1,0,0,0,20,8,18.4,2021-10-20T00:00:00Z,Regular Season,2022,0.549,0.546,19,3,36000000
Justin Robinson,MIL,A,IND,W,18:20,1,6,0.167,0,2,0,0,0,,0,0,0,0,4,0,2,0,2,9,0.2,2021-10-25T00:00:00Z,Regular Season,2022,0.167,0.371,3.5,4,NA
Justin Robinson,MIL,A,SAS,W,12:46,2,3,0.667,0,1,0,0,0,,0,3,3,0,1,0,0,1,4,14,4.2,2021-10-23T00:00:00Z,Regular Season,2022,0.667,0.371,3.5,4,NA
Justin Robinson,MIL,A,MIA,L,27:28,1,7,0.143,1,6,0.167,2,2,1.000,0,1,1,2,0,0,1,4,5,-35,-0.4,2021-10-21T00:00:00Z,Regular Season,2022,0.317,0.371,3.5,4,NA
Justin Robinson,MIL,H,BKN,W,4:01,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,11,2,2021-10-19T00:00:00Z,Regular Season,2022,0.75,0.371,3.5,4,NA
Malik Monk,LAL,H,MEM,W,21:00,4,7,0.571,2,3,0.667,2,2,1.000,1,1,2,4,1,0,0,0,12,19,13.5,2021-10-24T00:00:00Z,Regular Season,2022,0.761,0.666,8.3,3,1789256
Malik Monk,LAL,H,PHX,L,16:48,2,5,0.4,1,4,0.25,2,2,1.000,0,1,1,1,0,0,1,0,7,-19,4.3,2021-10-22T00:00:00Z,Regular Season,2022,0.595,0.666,8.3,3,1789256
Malik Monk,LAL,H,GSW,L,18:44,2,5,0.4,2,4,0.5,0,0,,0,3,3,1,2,0,1,1,6,-10,5.5,2021-10-19T00:00:00Z,Regular Season,2022,0.6,0.666,8.3,3,1789256
Cameron Thomas,BKN,H,WAS,W,4:03,0,3,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,-2,-1.8,2021-10-25T00:00:00Z,Regular Season,2022,0,0.17,0.7,3,2036280
Cameron Thomas,BKN,H,CHA,L,1:29,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-2,0,2021-10-24T00:00:00Z,Regular Season,2022,NA,0.17,0.7,3,2036280
Cameron Thomas,BKN,A,MIL,L,3:45,0,2,0,0,1,0,2,2,1.000,0,0,0,0,0,0,1,0,2,-9,-0.4,2021-10-19T00:00:00Z,Regular Season,2022,0.347,0.17,0.7,3,2036280
Mohamed Bamba,ORL,A,MIA,L,28:13,4,8,0.5,1,4,0.25,2,2,1.000,2,3,5,0,2,1,1,4,11,-18,9.4,2021-10-25T00:00:00Z,Regular Season,2022,0.619,0.64,13.5,4,7568742
Mohamed Bamba,ORL,A,NYK,W,33:50,3,11,0.273,0,5,0,4,8,.500,4,9,13,2,0,0,4,4,10,-8,3.2,2021-10-24T00:00:00Z,Regular Season,2022,0.344,0.64,13.5,4,7568742
Mohamed Bamba,ORL,H,NYK,L,33:52,6,9,0.667,3,5,0.6,0,0,,0,10,10,1,1,2,1,1,15,-8,15.8,2021-10-22T00:00:00Z,Regular Season,2022,0.833,0.64,13.5,4,7568742
Mohamed Bamba,ORL,A,SAS,L,27:15,6,8,0.75,3,4,0.75,3,4,.750,3,1,4,4,1,4,3,5,18,1,18.4,2021-10-20T00:00:00Z,Regular Season,2022,0.922,0.64,13.5,4,7568742
LeBron James,LAL,H,MEM,W,40:18,7,19,0.368,4,9,0.444,1,2,.500,0,6,6,6,2,2,3,1,19,-1,14.1,2021-10-24T00:00:00Z,Regular Season,2022,0.478,0.597,26,3,41180544
LeBron James,LAL,H,PHX,L,36:32,8,18,0.444,5,9,0.556,4,4,1.000,0,2,2,5,2,0,5,4,25,-6,15.1,2021-10-22T00:00:00Z,Regular Season,2022,0.633,0.597,26,3,41180544
